style_color,country_code,snapshot_date,model_number,product_name,color_name,gender_segment,category,subcategory,currency,price_local,sale_price_local,discount_pct,in_stock,availability_level
IQ0267-417,SE,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Fotbollsshorts Nike Dri-FIT för ungdom,SEK,399.0,,0.0,True,HIGH
HF0996-010,CZ,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,Černá/Flat Silver/Bílá,MEN|WOMEN,APPAREL,Dres Nike Dri-FIT WNBA Victory,EUR,94.99,,0.0,True,LOW
FV4227-700,CZ,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Light Lemon Twist/Life Lime/Light Wild Mango/Lime Ice,MEN,FOOTWEAR,Pánské boty,EUR,199.99,,0.0,True,OOS
IB7012-600,CZ,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Dámské boty,EUR,129.99,,0.0,True,LOW
DV0991-101,CZ,2026-03-19,DV0991,Air Jordan 1 Mid,Bílá/Bílá/Černá,WOMEN,FOOTWEAR,Dámské boty,EUR,139.99,,0.0,True,HIGH
IO7449-600,CZ,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Pánské boty,EUR,149.99,,0.0,True,OOS
IB7010-001,CZ,2026-03-19,IB7010,Air Jordan 1 Mid SE,Light Iron Ore/Pale Ivory/Oatmeal/Enigma Stone,WOMEN,FOOTWEAR,Dámské boty,EUR,149.99,,0.0,True,LOW
HQ2011-100,CZ,2026-03-19,HQ2011,Air Jordan 1 Mid SE,Bílá/Cave Stone/Dark Sulfur/Oil Grey,MEN,FOOTWEAR,Pánské boty,EUR,104.99,149.99,30.002,True,HIGH
HQ6996-200,CZ,2026-03-19,HQ6996,Air Jordan 1 Retro Low „Medium Olive and Summit White“,Medium Olive/Summit White/Sail/Černá,BOYS|GIRLS,FOOTWEAR,Boty pro malé děti,EUR,79.99,,0.0,True,OOS
DN3707-202,CZ,2026-03-19,DN3707,Air Jordan 3 Retro „Medium Olive“,Medium Olive/Neutral Olive/Sail/Sequoia,MEN,FOOTWEAR,Pánské boty,EUR,209.99,,0.0,True,LOW
II5389-417,CZ,2026-03-19,II5389,Air Jordan 85,Old Royal,MEN,APPAREL,Pánská volnější mikina s potiskem a kulatým výstřihem,EUR,39.99,,0.0,True,HIGH
HV4794-100,CZ,2026-03-19,HV4794,Air Jordan 9 Retro „Flint Grey and French Blue“,Bílá/Flint Grey/French Blue,MEN,FOOTWEAR,Pánské boty,EUR,209.99,,0.0,True,OOS
IQ3293-010,CZ,2026-03-19,IQ3293,Brazil Strike,Černá/Yellow Pulse/Infrared 23,MEN,APPAREL,Pánské pletené fotbalové tréninkové tričko Jordan Dri-FIT,EUR,74.99,,0.0,True,HIGH
IQ3302-010,CZ,2026-03-19,IQ3302,Brazil Strike,Černá/Yellow Pulse/Infrared 23,MEN,APPAREL,Pánské fotbalové pleteninové kalhoty Jordan Dri-FIT,EUR,74.99,,0.0,True,HIGH
IU1073-417,CZ,2026-03-19,IU1073,"Brazílie Stadium 2026, venkovní",Old Royal/Černá,MEN,APPAREL,Replika pánských fotbalových kraťasů Jordan Dri-FIT,EUR,54.99,,0.0,True,LOW
IU1080-417,CZ,2026-03-19,IU1080,"Brazílie Stadium 2026, venkovní",Old Royal/Černá,BOYS|GIRLS,APPAREL,Fotbalový dres Jordan Dri-FIT pro větší děti,EUR,84.99,,0.0,True,HIGH
IU1077-417,CZ,2026-03-19,IU1077,"Brazílie Stadium 2026, venkovní",Old Royal/Černá,WOMEN,APPAREL,Replika dámského fotbalového dresu Jordan Dri-FIT,EUR,109.99,,0.0,True,HIGH
IU1072-417,CZ,2026-03-19,IU1072,"Brazílie Stadium 2026, venkovní",Old Royal/Černá,MEN,APPAREL,Replika pánského fotbalového dresu Jordan Dri-FIT,EUR,109.99,,0.0,True,OOS
IU1081-417,CZ,2026-03-19,IU1081,"Brazílie Stadium 2026, venkovní",Old Royal/Černá,BOYS|GIRLS,APPAREL,Replika fotbalových kraťasů Jordan Dri-FIT pro větší děti,EUR,42.99,,0.0,True,HIGH
IU1078-417,CZ,2026-03-19,IU1078,"Brazílie 2026 Match, venkovní",Old Royal/Černá,WOMEN,APPAREL,Dámský fotbalový dres Jordan Aero-FIT Authentic,EUR,159.99,,0.0,True,MEDIUM
IQ3335-369,CZ,2026-03-19,IQ3335,"Brazílie 2026 Stadium, brankářský",Light Menta/Černá,MEN,APPAREL,Pánský fotbalový dres Jordan Dri-FIT Replica s krátkým rukávem,EUR,109.99,,0.0,True,OOS
HV5640-010,CZ,2026-03-19,HV5640,Chicago Bulls Courtside,Černá,MEN,APPAREL,Pánské tričko Nike NBA Vintage,EUR,39.99,,0.0,True,OOS
FZ1311-432,CZ,2026-03-19,FZ1311,FC Barcelona 2025/26 Match Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Pánský autentický fotbalový dres Nike Dri-FIT ADV,EUR,149.99,,0.0,True,HIGH
FZ1307-432,CZ,2026-03-19,FZ1307,"FC Barcelona Stadium 2025/26, čtvrtý",Gym Blue/Gym Blue/Salsa Red/Opti Yellow,BOYS|GIRLS,APPAREL,Replika fotbalového dresu Nike Dri-FIT pro větší děti,EUR,79.99,,0.0,True,HIGH
FZ1304-432,CZ,2026-03-19,FZ1304,"FC Barcelona Stadium 2025/26, čtvrtý",Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT,EUR,99.99,,0.0,True,HIGH
FZ3958-412,CZ,2026-03-19,FZ3958,"FC Barcelona Strike, čtvrté",University Blue/Gym Blue/Opti Yellow,MEN,APPAREL,Pánská fotbalová reprezentační bunda Nike Dri-FIT,EUR,139.99,,0.0,True,HIGH
FJ0238-728,CZ,2026-03-19,FJ0238,Golden State Warriors Essential,Amarillo,MEN,APPAREL,Pánské tričko Nike NBA,EUR,34.99,,0.0,True,LOW
DN2005-401,CZ,2026-03-19,DN2005,Golden State Warriors Icon Edition,Rush Blue,MEN,APPAREL,Pánský dres Nike Dri-FIT NBA Swingman,EUR,104.99,,0.0,True,HIGH
IB3536-413,CZ,2026-03-19,IB3536,Inter Milán 2026 Stadium SE,Hyper Blue/Černá/Safety Orange,BOYS|GIRLS,APPAREL,Replika fotbalového dresu Nike ACG Dri-FIT pro větší děti,EUR,79.99,,0.0,True,HIGH
HJ4591-439,CZ,2026-03-19,HJ4591,"Inter Milán Stadium 2025/26, domácí",Lyon Blue/Černá/Chlorine Blue,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT,EUR,99.99,,0.0,True,LOW
HM3196-438,CZ,2026-03-19,HM3196,"Inter Milán 2025/26, zápasový",Thunder Blue/Safety Orange/Safety Orange,MEN,APPAREL,Autentický pánský fotbalový dres Nike Dri-FIT ADV Total 90,EUR,149.99,,0.0,True,HIGH
IQ0547-045,CZ,2026-03-19,IQ0547,Jordan,Off Noir,MEN,APPAREL,Pánské tričko s potiskem,EUR,39.99,,0.0,True,OOS
DQ8424-109,CZ,2026-03-19,DQ8424,Jordan 1 Mid,Summit White/Infrared 23/Neutral Grey/Černá,BOYS|GIRLS,FOOTWEAR,Bota pro malé děti,EUR,84.99,,0.0,True,HIGH
HQ9020-133,CZ,2026-03-19,HQ9020,Jordan Brooklyn,Sail/Sail,MEN,APPAREL,Pánské tričko Realtree,EUR,44.99,,0.0,True,OOS
IM5104-417,CZ,2026-03-19,IM5104,Jordan Brooklyn,Old Royal/Černá/Yellow Pulse/Yellow Pulse,MEN,APPAREL,Pánské 13cm tkané kraťasy,EUR,44.99,,0.0,True,LOW
IF1822-010,CZ,2026-03-19,IF1822,Jordan Flight,Černá/Bílá,MEN,APPAREL,Pánská pracovní bunda s grafickým motivem,EUR,149.99,,0.0,True,OOS
IQ5238-010,CZ,2026-03-19,IQ5238,Jordan Flight,Černá/Sail,MEN,APPAREL,Pánské tkané kalhoty,EUR,119.99,,0.0,True,LOW
IO3045-237,CZ,2026-03-19,IO3045,Jordan Flight,Baroque Brown/British Khaki/Baroque Brown,WOMEN,APPAREL,Dámská oboustranná vesta,EUR,149.99,,0.0,True,LOW
IO9531-010,CZ,2026-03-19,IO9531,Jordan Flight Club,Černá,WOMEN,APPAREL,Dámská flísová mikina se čtvrtinovým zipem,EUR,109.99,,0.0,True,LOW
HV0350-010,CZ,2026-03-19,HV0350,Jordan Flight Mountainside,Černá,WOMEN,APPAREL,Dámské body s dlouhým rukávem,EUR,79.99,,0.0,True,HIGH
DM0979-009,CZ,2026-03-19,DM0979,Jordan Hydro VI Retro,Černá/Infrared 23,MEN,FOOTWEAR,Pantofle,EUR,59.99,,0.0,True,HIGH
HJ0627-010,CZ,2026-03-19,HJ0627,Jordan Rise,Černá/Bílá,MEN|WOMEN,APPAREL,Vyztužená kšiltovka s prohnutým kšiltem,EUR,29.99,,0.0,True,HIGH
HQ9768-010,CZ,2026-03-19,HQ9768,Jordan Sport,Černá/Bílá,WOMEN,APPAREL,Dámské 15cm kraťasy Dri-FIT s vysokým pasem,EUR,49.99,,0.0,True,LOW
IF4126-600,CZ,2026-03-19,IF4126,Jordan Tiempo Maestro Elite SE,Infrared 23/Grit,MEN|WOMEN,FOOTWEAR,Nízké kopačky na pevný povrch,EUR,269.99,,0.0,True,OOS
II7579-016,CZ,2026-03-19,II7579,Jordan Tiempo Streetgato SE,Phantom/Infrared 23/Sail,MEN|WOMEN,FOOTWEAR,Nízké sálové kopačky,EUR,99.99,,0.0,True,LOW
IB2740-010,CZ,2026-03-19,IB2740,Kobe,Černá/Anthracite/Bílá,BOYS|GIRLS,APPAREL,Zateplené basketbalové kalhoty pro větší děti,EUR,69.99,,0.0,True,LOW
IO0311-010,CZ,2026-03-19,IO0311,Kobe All-Star Weekend,Černá/Sonic Yellow/Light Photo Blue,BOYS|GIRLS,APPAREL,Flísová basketbalová mikina s kapucí pro větší děti,EUR,74.99,,0.0,True,LOW
II7126-010,CZ,2026-03-19,II7126,LeBron,Černá,MEN,APPAREL,Pánské tričko Nike NBA,EUR,49.99,,0.0,True,OOS
IM2170-636,CZ,2026-03-19,IM2170,Luka,Varsity Red/Černá,MEN,APPAREL,Pánské tričko,EUR,39.99,,0.0,True,OOS
DN2010-419,CZ,2026-03-19,DN2010,Memphis Grizzlies Icon Edition,College Navy,MEN,APPAREL,Pánský dres Nike Dri-FIT NBA Swingman,EUR,104.99,,0.0,True,HIGH
HV0469-133,CZ,2026-03-19,HV0469,Mikina Jordan Brooklyn Fleece,Sail/Sail,WOMEN,APPAREL,Dámská mikina Realtree Mod Crop s kapucí a zipem po celé délce,EUR,79.99,,0.0,True,LOW
IF1707-078,CZ,2026-03-19,IF1707,Nike ACG,Grey Fog/Light Lemon Twist/Summit White,BOYS|GIRLS,APPAREL,Top s dlouhým rukávem a UV ochranou pro větší děti,EUR,49.99,,0.0,True,HIGH
IH9260-368,CZ,2026-03-19,IH9260,Nike ACG Fly,Olive Flak/Černá/Černá,MEN|WOMEN,APPAREL,Nestrukturovaná kšiltovka,EUR,39.99,,0.0,True,LOW
IO9395-628,CZ,2026-03-19,IO9395,Nike Academy „Vini Jr.“,Sunset Pulse/Old Royal/Old Royal,MEN|WOMEN,EQUIPMENT,Fotbalový míč,EUR,29.99,,0.0,True,OOS
IQ3408-286,CZ,2026-03-19,IQ3408,Nike Air Force 1 '07 Premium,Linen/Moon Particle/Mink Brown/Burgundy Crush,MEN,FOOTWEAR,Pánské boty,EUR,129.99,,0.0,True,LOW
HF0659-900,CZ,2026-03-19,HF0659,Nike Air Force 1 Low By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty podle tebe,EUR,149.99,,0.0,True,HIGH
HF0660-900,CZ,2026-03-19,HF0660,Nike Air Force 1 Mid By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty podle tebe,EUR,159.99,,0.0,True,HIGH
HF0662-900,CZ,2026-03-19,HF0662,Nike Air Force 1 Mid By You,Vícebarevná/Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské boty podle tebe,EUR,159.99,,0.0,True,HIGH
FD9781-900,CZ,2026-03-19,FD9781,Nike Air Huarache By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty podle tebe,EUR,149.99,,0.0,True,HIGH
HQ3714-900,CZ,2026-03-19,HQ3714,Nike Air Max 1 By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty upravené podle tebe,EUR,169.99,,0.0,True,HIGH
HQ3713-900,CZ,2026-03-19,HQ3713,Nike Air Max 1 By You,Vícebarevná/Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské boty upravené podle tebe,EUR,169.99,,0.0,True,HIGH
IQ8027-900,CZ,2026-03-19,IQ8027,Nike Air Max 270 By You,Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty,EUR,179.99,,0.0,True,HIGH
IQ9029-001,CZ,2026-03-19,IQ9029,Nike Air Max 90,Černá/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Boty pro kojence a batolata,EUR,69.99,,0.0,True,LOW
IQ9026-001,CZ,2026-03-19,IQ9026,Nike Air Max 90,Černá/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Boty pro malé děti,EUR,84.99,,0.0,True,LOW
IQ7583-001,CZ,2026-03-19,IQ7583,Nike Air Max 90,Černá/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Boty pro větší děti,EUR,119.99,,0.0,True,LOW
DM1182-991,CZ,2026-03-19,DM1182,Nike Air Max 95 By You,Vícebarevná/Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánská bota upravená podle tebe,EUR,209.99,,0.0,True,HIGH
FN6743-900,CZ,2026-03-19,FN6743,Nike Air Max 97 By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty podle tebe,EUR,209.99,,0.0,True,HIGH
IQ0288-100,CZ,2026-03-19,IQ0288,Nike Air Max Plus,Bílá/Pearl Grey/Černá/Neon Yellow,MEN,FOOTWEAR,Pánské boty,EUR,189.99,,0.0,True,LOW
HF0665-900,CZ,2026-03-19,HF0665,Nike Air Max Plus By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN|WOMEN,FOOTWEAR,Boty upravené podle tebe,EUR,209.99,,0.0,True,HIGH
IB6606-600,CZ,2026-03-19,IB6606,Nike Air Max 90 Premium „Valentine's Day“,University Red/Černá/University Red,MEN,FOOTWEAR,Pánské boty,EUR,159.99,,0.0,True,OOS
DV9436-010,CZ,2026-03-19,DV9436,Nike Brasilia,Černá/Černá/Bílá,BOYS|GIRLS,EQUIPMENT,Dětský batoh (18 l),EUR,37.99,,0.0,True,HIGH
II6118-001,CZ,2026-03-19,II6118,Nike Calm 2.0,Černá/Černá/Černá,BOYS|GIRLS,FOOTWEAR,Pantofle pro malé děti,EUR,29.99,,0.0,True,HIGH
IQ5378-663,CZ,2026-03-19,IQ5378,Nike Dunk Low,Pink Foam/Light Crimson/Summit White,BOYS|GIRLS,FOOTWEAR,Boty pro kojence a batolata,EUR,69.99,,0.0,True,LOW
IM1382-900,CZ,2026-03-19,IM1382,Nike Dunk Low By You,Vícebarevná/Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské boty podle tebe,EUR,139.99,,0.0,True,HIGH
FJ2256-900,CZ,2026-03-19,FJ2256,Nike Dunk Low Unlocked By You,Vícebarevná/Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské boty podle tebe,EUR,159.99,,0.0,True,HIGH
IO7564-900,CZ,2026-03-19,IO7564,Nike Field General By You,Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské boty podle tebe,EUR,119.99,,0.0,True,HIGH
IO7556-900,CZ,2026-03-19,IO7556,Nike Field General By You,Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské boty podle tebe,EUR,119.99,,0.0,True,HIGH
IF7444-100,CZ,2026-03-19,IF7444,Nike Fly,Bílá/Anthracite,MEN|WOMEN,APPAREL,Nevyztužená chladicí kšiltovka Dri-FIT ADV,EUR,129.99,,0.0,True,HIGH
CW7635-991,CZ,2026-03-19,CW7635,Nike Internationalist By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánská bota upravená podle tebe,EUR,119.99,,0.0,True,HIGH
IM3650-640,CZ,2026-03-19,IM3650,Nike Jr. Mercurial Vapor 16 Academy „Vini Jr.“,Sunset Pulse/Old Royal,BOYS|GIRLS,FOOTWEAR,Nízké kopačky na různé povrchy pro větší děti,EUR,69.99,,0.0,True,HIGH
DN3614-458,CZ,2026-03-19,DN3614,Nike Mercurial Hardshell,Racer Blue/Černá/Pink Blast,MEN|WOMEN,EQUIPMENT,Fotbalové chrániče holení,EUR,27.99,,0.0,True,LOW
HQ3271-900,CZ,2026-03-19,HQ3271,Nike Mercurial Superfly 10 Academy By You,Vícebarevná/Vícebarevná,MEN|WOMEN,FOOTWEAR,Kotníkové kopačky FG upravené podle tebe,EUR,129.99,,0.0,True,HIGH
HQ3270-900,CZ,2026-03-19,HQ3270,Nike Mercurial Vapor 16 Academy By You,Vícebarevná/Vícebarevná,MEN|WOMEN,FOOTWEAR,Nízké kopačky na pevný povrch upravené podle tebe,EUR,119.99,,0.0,True,HIGH
HQ4308-003,CZ,2026-03-19,HQ4308,Nike Mind 002,Light Smoke Grey/Photon Dust/Hyper Crimson/Chrome,MEN,FOOTWEAR,Pánské boty,EUR,139.99,,0.0,True,OOS
FV5638-006,CZ,2026-03-19,FV5638,Nike Pegasus Trail 5,Černá/Volt Ice/Phantom,BOYS|GIRLS,FOOTWEAR,Trailové běžecké boty pro větší děti,EUR,109.99,,0.0,True,MEDIUM
HV6335-102,CZ,2026-03-19,HV6335,Nike Phantom,Bílá/Racer Blue/Pink Blast,MEN|WOMEN,EQUIPMENT,Fotbalový míč,EUR,24.99,,0.0,True,HIGH
HV0310-610,CZ,2026-03-19,HV0310,Nike Pro,Bordeaux,GIRLS,APPAREL,Kraťasy Dri-FIT o délce 8 cm se zářivými prvky pro větší děti (dívky),EUR,32.99,,0.0,True,MEDIUM
FJ0439-010,CZ,2026-03-19,FJ0439,Nike Sportswear,Černá/Černá/Bílá,MEN|WOMEN,EQUIPMENT,Taška RPM (26 l),EUR,84.99,,0.0,True,HIGH
IF1704-010,CZ,2026-03-19,IF1704,Nike Sportswear,Černá/Bílá/Bílá,GIRLS,APPAREL,Tkané kalhoty pro větší děti (dívky),EUR,59.99,,0.0,True,MEDIUM
IO9567-400,CZ,2026-03-19,IO9567,Nike Streakfly 2 Glam,Dark Obsidian/Electric Green/Purple Dynasty/Černá,MEN,FOOTWEAR,Silniční závodní boty,EUR,189.99,,0.0,True,OOS
IO9913-100,CZ,2026-03-19,IO9913,Nike Structure Plus,Bílá/Sail/Sea Glass/Bílá,WOMEN,FOOTWEAR,Dámská běžecká silniční bota,EUR,179.99,,0.0,True,LOW
IO9607-960,CZ,2026-03-19,IO9607,Nike Tiempo Ligera Pro LE,Metallic Red Bronze/Metallic Rose Gold,MEN|WOMEN,FOOTWEAR,Nízké kopačky na pevný povrch,EUR,159.99,,0.0,True,OOS
IB6558-100,CZ,2026-03-19,IB6558,Nike Vapor Pro 3,Sail/Turf Orange/Blue Ribbon Heather/Černá,MEN,FOOTWEAR,Pánské tenisové boty na tvrdý kurt,EUR,139.99,,0.0,True,LOW
IB6550-700,CZ,2026-03-19,IB6550,Nike Vapor Pro 3,Light Lemon Twist/Blue Ribbon Heather/Laser Fuchsia/Černá,WOMEN,FOOTWEAR,Dámské tenisové boty na tvrdý kurt,EUR,139.99,,0.0,True,LOW
IB6554-001,CZ,2026-03-19,IB6554,Nike Vapor 12,Černá/Light Lemon Twist/Blue Ribbon Heather/Bílá,WOMEN,FOOTWEAR,Dámské tenisové boty na tvrdý kurt,EUR,169.99,,0.0,True,LOW
IF0515-002,CZ,2026-03-19,IF0515,Nike Vomero 18,Černá/Coconut Milk/Light Iron Ore/Summit White,WOMEN,FOOTWEAR,Dámské běžecké silniční boty (extra široké),EUR,149.99,,0.0,True,LOW
IO7552-900,CZ,2026-03-19,IO7552,Nike Vomero 18 By You,Vícebarevná/Vícebarevná/Vícebarevná,WOMEN,FOOTWEAR,Dámské běžecké silniční boty upravené podle tebe,EUR,189.99,,0.0,True,HIGH
IO7528-900,CZ,2026-03-19,IO7528,Nike Vomero 18 By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN,FOOTWEAR,Pánské běžecké silniční boty upravené podle tebe,EUR,189.99,,0.0,True,HIGH
IO9566-400,CZ,2026-03-19,IO9566,Nike Zoom Fly 6 Glam,Dark Obsidian/Racer Blue/Emerald Rise/Černá,WOMEN,FOOTWEAR,Dámské silniční závodní boty,EUR,179.99,,0.0,True,LOW
HQ2181-004,CZ,2026-03-19,HQ2181,Nike Zoom Vomero Roam,Černá/Černá/Racer Blue/Černá,WOMEN,FOOTWEAR,Dámské zimní boty,EUR,179.99,,0.0,True,HIGH
IQ5175-001,CZ,2026-03-19,IQ5175,Nike Zoom GP Challenge 1.5 PRM,Černá/Light Lemon Twist/Bílá,WOMEN,FOOTWEAR,Dámské tenisové boty na tvrdý kurt,EUR,159.99,,0.0,True,LOW
IF1989-435,CZ,2026-03-19,IF1989,Nike x Stranger Things,Light Photo Blue/Light Photo Blue,MEN,APPAREL,Pánská mikina s kapucí,EUR,74.99,,0.0,True,LOW
II5248-051,CZ,2026-03-19,II5248,Nike x Stranger Things,Birch Heather,MEN,APPAREL,Pánské tričko,EUR,59.99,,0.0,True,LOW
HQ6413-002,CZ,2026-03-19,HQ6413,Nike V5 RNR,Černá/Anthracite/Černá,BOYS|GIRLS,FOOTWEAR,Boty pro kojence a batolata,EUR,49.99,,0.0,True,LOW
DN2016-403,CZ,2026-03-19,DN2016,Oklahoma City Thunder Icon Edition,Signal Blue,MEN,APPAREL,Pánský dres Nike Dri-FIT NBA Swingman,EUR,104.99,,0.0,True,LOW
HM3206-045,CZ,2026-03-19,HM3206,Paris Saint-Germain Stadium Fourth 2025/26,Off Noir/Černá/Pearl Pink,MEN,APPAREL,Replika pánského fotbalového dresu Jordan Dri-FIT,EUR,99.99,,0.0,True,HIGH
FN8972-101,CZ,2026-03-19,FN8972,"Paris Saint-Germain Stadium 2024/25, venkovní",Bílá/Midnight Navy/University Red/Midnight Navy,WOMEN,APPAREL,Replika dámského fotbalového dresu Nike Dri-FIT,EUR,99.99,,0.0,True,OOS
HM3198-680,CZ,2026-03-19,HM3198,"Paris Saint-Germain Stadium 2025/26 Match, třetí",Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Autentický pánský fotbalový dres Nike Dri-FIT ADV Total 90,EUR,149.99,,0.0,True,OOS
HJ5293-411,CZ,2026-03-19,HJ5293,"Paris Saint-Germain Stadium 2025/26, domácí",Midnight Navy/Midnight Navy/Bílá,BOYS|GIRLS,APPAREL,Replika fotbalového dresu Nike Dri-FIT pro větší děti,EUR,79.99,,0.0,True,HIGH
HJ4593-411,CZ,2026-03-19,HJ4593,"Paris Saint-Germain Stadium 2025/26, domácí",Midnight Navy/Midnight Navy/Bílá,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT,EUR,99.99,,0.0,True,MEDIUM
HJ4606-680,CZ,2026-03-19,HJ4606,"Paris Saint-Germain Stadium 2025/26, třetí",Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT Total 90,EUR,99.99,,0.0,True,OOS
HM3245-680,CZ,2026-03-19,HM3245,"Paris Saint-Germain Stadium 2025/26, třetí",Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Replika dámského fotbalového dresu Nike Dri-FIT Total 90,EUR,99.99,,0.0,True,LOW
DO9422-566,CZ,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/Bílá,MEN,APPAREL,Pánské kraťasy Nike Dri-FIT NBA Swingman,EUR,69.99,,0.0,True,OOS
IO7548-900,CZ,2026-03-19,IO7548,Sabrina 3 By You,Vícebarevná/Vícebarevná/Vícebarevná,MEN|WOMEN,FOOTWEAR,Basketbalové boty na míru,EUR,159.99,,0.0,True,HIGH
HM5981-123,CZ,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Pánský dres Nike NBA Swingman,EUR,104.99,,0.0,True,MEDIUM
HV9261-101,CZ,2026-03-19,HV9261,"Tottenham Hotspur Stadium 2025/26, domácí",Bílá/Light Iron Ore/Binary Blue,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT s dlouhým rukávem,EUR,109.99,,0.0,True,LOW
HM3207-741,CZ,2026-03-19,HM3207,"Tottenham Hotspur Stadium 2025/26, třetí",Dynamic Yellow/Blue Void/Pacific Blue/Blue Void,MEN,APPAREL,Replika pánského fotbalového dresu Nike Dri-FIT Total 90,EUR,99.99,,0.0,True,LOW
IQ0267-417,CZ,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Fotbalové kraťasy Nike Dri-FIT pro větší děti,EUR,34.99,,0.0,True,HIGH
HF0996-010,DE,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,Schwarz/Flat Silver/Weiß,MEN|WOMEN,APPAREL,Nike Dri-FIT WNBA Victory Trikot,EUR,94.99,,0.0,True,OOS
DV0991-101,DE,2026-03-19,DV0991,Air Jordan 1 Mid,Weiß/Weiß/Schwarz,WOMEN,FOOTWEAR,Damenschuh,EUR,139.99,,0.0,True,HIGH
FV4227-700,DE,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Light Lemon Twist/Life Lime/Light Wild Mango/Lime Ice,MEN,FOOTWEAR,Herrenschuh,EUR,199.99,,0.0,True,OOS
IB7012-600,DE,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Damenschuh,EUR,129.99,,0.0,True,LOW
IO7449-600,DE,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Herrenschuh,EUR,149.99,,0.0,True,OOS
IB7010-001,DE,2026-03-19,IB7010,Air Jordan 1 Mid SE,Light Iron Ore/Pale Ivory/Oatmeal/Enigma Stone,WOMEN,FOOTWEAR,Damenschuh,EUR,149.99,,0.0,True,LOW
HQ2011-100,DE,2026-03-19,HQ2011,Air Jordan 1 Mid SE,Weiß/Cave Stone/Dark Sulfur/Oil Grey,MEN,FOOTWEAR,Schuh (Herren),EUR,104.99,149.99,30.002,True,HIGH
DN3707-202,DE,2026-03-19,DN3707,"Air Jordan 3 Retro ""Medium Olive""",Medium Olive/Neutral Olive/Sail/Sequoia,MEN,FOOTWEAR,Herrenschuh,EUR,209.99,,0.0,True,LOW
II5389-417,DE,2026-03-19,II5389,Air Jordan 85,Old Royal,MEN,APPAREL,Oversize-Sweatshirt mit Grafik für Herren,EUR,39.99,,0.0,True,HIGH
HV4794-100,DE,2026-03-19,HV4794,Air Jordan 9 Retro „Flint Grey und French Blue“,Weiß/Flint Grey/French Blue,MEN,FOOTWEAR,Schuh (Herren),EUR,209.99,,0.0,True,OOS
IU1073-417,DE,2026-03-19,IU1073,Brasilien 2026 Auswärtsstadion,Old Royal/Schwarz,MEN,APPAREL,Jordan Dri-FIT Replika-Fußballshorts (Herren),EUR,54.99,,0.0,True,LOW
